order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO52381,289,1062,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52381,259,1062,2013-02-07,2013-02-14,2013-02-19,2,1,2
SO52382,283,11366,2013-02-07,2013-02-14,2013-02-19,30,1,30
SO52382,259,11366,2013-02-07,2013-02-14,2013-02-19,2,1,2
SO52383,104,5086,2013-02-07,2013-02-14,2013-02-19,10,1,10
SO52383,295,5086,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52384,234,8696,2013-02-07,2013-02-14,2013-02-19,24,1,24
SO52384,273,8696,2013-02-07,2013-02-14,2013-02-19,70,1,70
SO52385,274,5667,2013-02-07,2013-02-14,2013-02-19,70,1,70
SO52385,277,5667,2013-02-07,2013-02-14,2013-02-19,54,1,54
SO52386,295,332,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52386,166,332,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52387,289,4199,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52387,259,4199,2013-02-07,2013-02-14,2013-02-19,2,1,2
SO52388,174,2459,2013-02-07,2013-02-14,2013-02-19,22,1,22
SO52388,104,2459,2013-02-07,2013-02-14,2013-02-19,10,1,10
SO52388,295,2459,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52388,168,2459,2013-02-07,2013-02-14,2013-02-19,8,1,8
SO52389,289,8081,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52389,282,8081,2013-02-07,2013-02-14,2013-02-19,25,1,25
SO52390,286,3867,2013-02-07,2013-02-14,2013-02-19,25,1,25
SO52390,290,3867,2013-02-07,2013-02-14,2013-02-19,4,1,4
SO52390,259,3867,2013-02-07,2013-02-14,2013-02-19,2,1,2
SO52391,295,6631,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52392,290,13562,2013-02-07,2013-02-14,2013-02-19,4,1,4
SO52393,291,5585,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52393,246,5585,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52394,291,6629,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52394,259,6629,2013-02-07,2013-02-14,2013-02-19,2,1,2
SO52395,244,1375,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52396,122,667,2013-02-07,2013-02-14,2013-02-19,2295,1,2295
SO52396,289,667,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52396,284,667,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52396,246,667,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52397,120,684,2013-02-07,2013-02-14,2013-02-19,2295,1,2295
SO52397,295,684,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52397,104,684,2013-02-07,2013-02-14,2013-02-19,10,1,10
SO52397,166,684,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52398,129,9160,2013-02-07,2013-02-14,2013-02-19,540,1,540
SO52398,105,9160,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52398,295,9160,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52398,246,9160,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52399,128,9158,2013-02-07,2013-02-14,2013-02-19,540,1,540
SO52400,161,13524,2013-02-07,2013-02-14,2013-02-19,2384,1,2384
SO52400,295,13524,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52400,105,13524,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52400,244,13524,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52400,251,13524,2013-02-07,2013-02-14,2013-02-19,50,1,50
SO52400,280,13524,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52401,132,12751,2013-02-07,2013-02-14,2013-02-19,1120,1,1120
SO52401,246,12751,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52402,127,11289,2013-02-07,2013-02-14,2013-02-19,540,1,540
SO52402,285,11289,2013-02-07,2013-02-14,2013-02-19,21,1,21
SO52403,132,8535,2013-02-07,2013-02-14,2013-02-19,1120,1,1120
SO52403,166,8535,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52403,251,8535,2013-02-07,2013-02-14,2013-02-19,50,1,50
SO52404,129,14613,2013-02-07,2013-02-14,2013-02-19,540,1,540
SO52404,246,14613,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52405,127,14627,2013-02-07,2013-02-14,2013-02-19,540,1,540
SO52405,280,14627,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52406,163,3427,2013-02-07,2013-02-14,2013-02-19,2384,1,2384
SO52407,140,7308,2013-02-07,2013-02-14,2013-02-19,2443,1,2443
SO52408,140,7253,2013-02-08,2013-02-15,2013-02-20,2443,1,2443
SO52409,121,413,2013-02-08,2013-02-15,2013-02-20,2295,1,2295
SO52409,174,413,2013-02-08,2013-02-15,2013-02-20,22,1,22
SO52409,104,413,2013-02-08,2013-02-15,2013-02-20,10,1,10
SO52409,295,413,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52409,244,413,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52410,121,251,2013-02-08,2013-02-15,2013-02-20,2295,1,2295
SO52410,104,251,2013-02-08,2013-02-15,2013-02-20,10,1,10
SO52410,246,251,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52411,282,3054,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52411,259,3054,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52412,286,3232,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52413,289,10191,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52413,284,10191,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52413,259,10191,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52414,287,5609,2013-02-08,2013-02-15,2013-02-20,33,1,33
SO52414,290,5609,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52414,245,5609,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52415,166,7291,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52416,138,9840,2013-02-08,2013-02-15,2013-02-20,1701,1,1701
SO52416,286,9840,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52416,259,9840,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52417,281,3088,2013-02-08,2013-02-15,2013-02-20,159,1,159
SO52418,140,12619,2013-02-08,2013-02-15,2013-02-20,2443,1,2443
SO52418,105,12619,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52418,295,12619,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52418,234,12619,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52419,244,620,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52420,277,92,2013-02-08,2013-02-15,2013-02-20,54,1,54
SO52421,290,235,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52421,245,235,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52422,286,288,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52422,290,288,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52422,259,288,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52422,168,288,2013-02-08,2013-02-15,2013-02-20,8,1,8
SO52423,286,17765,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52423,259,17765,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52424,282,15469,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52424,259,15469,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52425,287,13830,2013-02-08,2013-02-15,2013-02-20,33,1,33
SO52425,259,13830,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52426,287,13517,2013-02-08,2013-02-15,2013-02-20,33,1,33
SO52426,290,13517,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52426,259,13517,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52427,282,14845,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52428,289,7605,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52428,283,7605,2013-02-08,2013-02-15,2013-02-20,30,1,30
SO52428,259,7605,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52429,283,12089,2013-02-08,2013-02-15,2013-02-20,30,1,30
SO52429,259,12089,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52430,104,9392,2013-02-08,2013-02-15,2013-02-20,10,1,10
SO52430,295,9392,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52430,280,9392,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52431,295,6369,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52432,273,7584,2013-02-08,2013-02-15,2013-02-20,70,1,70
SO52432,249,7584,2013-02-08,2013-02-15,2013-02-20,50,1,50
SO52433,273,7758,2013-02-08,2013-02-15,2013-02-20,70,1,70
SO52433,279,7758,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52434,295,15349,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52434,244,15349,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52434,249,15349,2013-02-08,2013-02-15,2013-02-20,50,1,50
SO52435,289,5120,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52435,279,5120,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52436,289,3466,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52436,259,3466,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52437,283,10112,2013-02-08,2013-02-15,2013-02-20,30,1,30
SO52437,289,10112,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52437,259,10112,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52438,295,11492,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52439,295,11456,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52439,233,11456,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52440,285,18452,2013-02-08,2013-02-15,2013-02-20,21,1,21
SO52440,290,18452,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52441,288,15905,2013-02-08,2013-02-15,2013-02-20,29,1,29
SO52442,285,14646,2013-02-08,2013-02-15,2013-02-20,21,1,21
SO52443,284,234,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52443,174,234,2013-02-08,2013-02-15,2013-02-20,22,1,22
SO52443,245,234,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52443,249,234,2013-02-08,2013-02-15,2013-02-20,50,1,50
SO52443,166,234,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52444,284,636,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52444,289,636,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52445,289,621,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52445,284,621,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52445,259,621,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52446,289,213,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52446,284,213,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52446,259,213,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52447,284,692,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52447,174,692,2013-02-08,2013-02-15,2013-02-20,22,1,22
SO52447,280,692,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52448,284,638,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52448,259,638,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52449,166,1644,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52450,135,5889,2013-02-08,2013-02-15,2013-02-20,1701,1,1701
SO52450,278,5889,2013-02-08,2013-02-15,2013-02-20,54,1,54
SO52451,114,2061,2013-02-08,2013-02-15,2013-02-20,565,1,565
SO52451,174,2061,2013-02-08,2013-02-15,2013-02-20,22,1,22
SO52451,104,2061,2013-02-08,2013-02-15,2013-02-20,10,1,10
SO52451,295,2061,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52451,233,2061,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52452,124,308,2013-02-08,2013-02-15,2013-02-20,2320,1,2320
SO52452,174,308,2013-02-08,2013-02-15,2013-02-20,22,1,22
SO52452,246,308,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52452,280,308,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52453,122,532,2013-02-08,2013-02-15,2013-02-20,2295,1,2295
SO52453,259,532,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52454,146,244,2013-02-08,2013-02-15,2013-02-20,742,1,742
SO52454,105,244,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52454,295,244,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52454,276,244,2013-02-08,2013-02-15,2013-02-20,54,1,54
SO52455,156,6984,2013-02-08,2013-02-15,2013-02-20,1215,1,1215
SO52455,166,6984,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52456,116,3102,2013-02-08,2013-02-15,2013-02-20,769,1,769
SO52456,274,3102,2013-02-08,2013-02-15,2013-02-20,70,1,70
SO52457,137,7702,2013-02-08,2013-02-15,2013-02-20,1701,1,1701
SO52457,277,7702,2013-02-08,2013-02-15,2013-02-20,54,1,54
SO52457,234,7702,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52458,121,458,2013-02-08,2013-02-15,2013-02-20,2295,1,2295
SO52458,295,458,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52458,104,458,2013-02-08,2013-02-15,2013-02-20,10,1,10
SO52458,248,458,2013-02-08,2013-02-15,2013-02-20,50,1,50
SO52459,127,11329,2013-02-08,2013-02-15,2013-02-20,540,1,540
SO52459,105,11329,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52460,126,11276,2013-02-08,2013-02-15,2013-02-20,540,1,540
SO52460,285,11276,2013-02-08,2013-02-15,2013-02-20,21,1,21
SO52460,278,11276,2013-02-08,2013-02-15,2013-02-20,54,1,54
SO52461,133,8410,2013-02-08,2013-02-15,2013-02-20,1120,1,1120
SO52461,278,8410,2013-02-08,2013-02-15,2013-02-20,54,1,54
SO52461,166,8410,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52462,132,8532,2013-02-08,2013-02-15,2013-02-20,1120,1,1120
SO52462,246,8532,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52462,235,8532,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52463,131,12226,2013-02-08,2013-02-15,2013-02-20,1120,1,1120
SO52463,286,12226,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52463,290,12226,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52463,244,12226,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52464,127,18399,2013-02-08,2013-02-15,2013-02-20,540,1,540
SO52464,233,18399,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52465,126,11463,2013-02-08,2013-02-15,2013-02-20,540,1,540
SO52465,105,11463,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52465,295,11463,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52466,165,1317,2013-02-08,2013-02-15,2013-02-20,2384,1,2384
SO52467,154,6965,2013-02-08,2013-02-15,2013-02-20,1215,1,1215
SO52468,140,5714,2013-02-08,2013-02-15,2013-02-20,2443,1,2443
SO52468,295,5714,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52468,105,5714,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52468,247,5714,2013-02-08,2013-02-15,2013-02-20,55,1,55
SO52469,123,407,2013-02-09,2013-02-16,2013-02-21,2320,1,2320
SO52469,174,407,2013-02-09,2013-02-16,2013-02-21,22,1,22
SO52469,104,407,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52469,295,407,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52469,166,407,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52470,125,415,2013-02-09,2013-02-16,2013-02-21,2320,1,2320
SO52470,284,415,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52470,244,415,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52470,166,415,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52471,105,954,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52471,295,954,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52471,166,954,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52472,245,177,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52472,235,177,2013-02-09,2013-02-16,2013-02-21,24,1,24
SO52473,246,277,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52474,289,114,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52474,282,114,2013-02-09,2013-02-16,2013-02-21,25,1,25
SO52474,174,114,2013-02-09,2013-02-16,2013-02-21,22,1,22
SO52475,285,7886,2013-02-09,2013-02-16,2013-02-21,21,1,21
SO52475,290,7886,2013-02-09,2013-02-16,2013-02-21,4,1,4
SO52475,245,7886,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52475,250,7886,2013-02-09,2013-02-16,2013-02-21,50,1,50
SO52476,273,10383,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52477,104,4580,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52478,247,2139,2013-02-09,2013-02-16,2013-02-21,55,1,55
SO52479,166,11621,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52479,112,11621,2013-02-09,2013-02-16,2013-02-21,565,1,565
SO52480,142,8456,2013-02-09,2013-02-16,2013-02-21,2443,1,2443
SO52480,246,8456,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52481,116,6976,2013-02-09,2013-02-16,2013-02-21,769,1,769
SO52481,248,6976,2013-02-09,2013-02-16,2013-02-21,50,1,50
SO52482,119,5325,2013-02-09,2013-02-16,2013-02-21,769,1,769
SO52482,289,5325,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52482,283,5325,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52482,244,5325,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52483,290,224,2013-02-09,2013-02-16,2013-02-21,4,1,4
SO52483,245,224,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52484,286,332,2013-02-09,2013-02-16,2013-02-21,25,1,25
SO52484,259,332,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52485,290,821,2013-02-09,2013-02-16,2013-02-21,4,1,4
SO52485,285,821,2013-02-09,2013-02-16,2013-02-21,21,1,21
SO52485,245,821,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52486,291,16997,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52486,247,16997,2013-02-09,2013-02-16,2013-02-21,55,1,55
SO52486,168,16997,2013-02-09,2013-02-16,2013-02-21,8,1,8
SO52487,291,332,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52487,247,332,2013-02-09,2013-02-16,2013-02-21,55,1,55
SO52488,234,643,2013-02-09,2013-02-16,2013-02-21,24,1,24
SO52488,282,643,2013-02-09,2013-02-16,2013-02-21,25,1,25
SO52489,287,5098,2013-02-09,2013-02-16,2013-02-21,33,1,33
SO52489,290,5098,2013-02-09,2013-02-16,2013-02-21,4,1,4
SO52490,283,11091,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52490,259,11091,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52491,289,2096,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52491,283,2096,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52491,246,2096,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52492,104,11053,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52492,295,11053,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52493,274,5006,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52494,274,7968,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52494,276,7968,2013-02-09,2013-02-16,2013-02-21,54,1,54
SO52494,166,7968,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52495,274,16284,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52495,250,16284,2013-02-09,2013-02-16,2013-02-21,50,1,50
SO52496,295,7385,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52496,245,7385,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52496,293,7385,2013-02-09,2013-02-16,2013-02-21,64,1,64
SO52497,233,7688,2013-02-09,2013-02-16,2013-02-21,24,1,24
SO52497,274,7688,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52498,273,16421,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52499,289,4415,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52500,289,4470,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52500,246,4470,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52501,289,4331,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52501,246,4331,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52502,174,2849,2013-02-09,2013-02-16,2013-02-21,22,1,22
SO52502,104,2849,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52502,295,2849,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52502,233,2849,2013-02-09,2013-02-16,2013-02-21,24,1,24
SO52503,289,6106,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52503,244,6106,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52504,295,8328,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52505,283,6093,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52505,289,6093,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52505,259,6093,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52506,290,14628,2013-02-09,2013-02-16,2013-02-21,4,1,4
SO52506,245,14628,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52506,166,14628,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52507,291,13142,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52507,259,13142,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52507,168,13142,2013-02-09,2013-02-16,2013-02-21,8,1,8
SO52508,288,2816,2013-02-09,2013-02-16,2013-02-21,29,1,29
SO52508,291,2816,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52509,174,6602,2013-02-09,2013-02-16,2013-02-21,22,1,22
SO52509,104,6602,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52509,295,6602,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52509,247,6602,2013-02-09,2013-02-16,2013-02-21,55,1,55
SO52509,292,6602,2013-02-09,2013-02-16,2013-02-21,64,1,64
SO52510,174,2340,2013-02-09,2013-02-16,2013-02-21,22,1,22
SO52510,279,2340,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52511,118,2855,2013-02-09,2013-02-16,2013-02-21,769,1,769
SO52511,283,2855,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52511,289,2855,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52512,122,17,2013-02-09,2013-02-16,2013-02-21,2295,1,2295
SO52512,284,17,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52512,259,17,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52513,123,619,2013-02-09,2013-02-16,2013-02-21,2320,1,2320
SO52513,104,619,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52513,295,619,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52513,246,619,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52514,125,676,2013-02-09,2013-02-16,2013-02-21,2320,1,2320
SO52515,124,1053,2013-02-09,2013-02-16,2013-02-21,2320,1,2320
SO52515,284,1053,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52515,259,1053,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52516,107,947,2013-02-09,2013-02-16,2013-02-21,540,1,540
SO52516,104,947,2013-02-09,2013-02-16,2013-02-21,10,1,10
SO52516,295,947,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52517,144,17674,2013-02-09,2013-02-16,2013-02-21,742,1,742
SO52517,244,17674,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52517,235,17674,2013-02-09,2013-02-16,2013-02-21,24,1,24
SO52518,155,12173,2013-02-09,2013-02-16,2013-02-21,1215,1,1215
SO52518,105,12173,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52518,295,12173,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52518,259,12173,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52519,126,10333,2013-02-09,2013-02-16,2013-02-21,540,1,540
SO52519,290,10333,2013-02-09,2013-02-16,2013-02-21,4,1,4
SO52519,285,10333,2013-02-09,2013-02-16,2013-02-21,21,1,21
SO52519,259,10333,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52520,134,10310,2013-02-09,2013-02-16,2013-02-21,1120,1,1120
SO52520,278,10310,2013-02-09,2013-02-16,2013-02-21,54,1,54
SO52520,166,10310,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52521,133,8406,2013-02-09,2013-02-16,2013-02-21,1120,1,1120
SO52521,251,8406,2013-02-09,2013-02-16,2013-02-21,50,1,50
SO52522,133,5515,2013-02-10,2013-02-17,2013-02-22,1120,1,1120
SO52522,275,5515,2013-02-10,2013-02-17,2013-02-22,54,1,54
SO52522,166,5515,2013-02-10,2013-02-17,2013-02-22,9,1,9
SO52523,124,1124,2013-02-10,2013-02-17,2013-02-22,2320,1,2320
SO52523,174,1124,2013-02-10,2013-02-17,2013-02-22,22,1,22
SO52523,104,1124,2013-02-10,2013-02-17,2013-02-22,10,1,10
SO52524,244,794,2013-02-10,2013-02-17,2013-02-22,35,1,35
SO52525,282,2669,2013-02-10,2013-02-17,2013-02-22,25,1,25
SO52525,259,2669,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52526,282,116,2013-02-10,2013-02-17,2013-02-22,25,1,25
SO52526,259,116,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52527,286,4721,2013-02-10,2013-02-17,2013-02-22,25,1,25
SO52527,259,4721,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52527,168,4721,2013-02-10,2013-02-17,2013-02-22,8,1,8
SO52528,285,9461,2013-02-10,2013-02-17,2013-02-22,21,1,21
SO52529,285,9256,2013-02-10,2013-02-17,2013-02-22,21,1,21
SO52529,276,9256,2013-02-10,2013-02-17,2013-02-22,54,1,54
SO52530,272,11168,2013-02-10,2013-02-17,2013-02-22,70,1,70
SO52530,275,11168,2013-02-10,2013-02-17,2013-02-22,54,1,54
SO52531,290,966,2013-02-10,2013-02-17,2013-02-22,4,1,4
SO52531,275,966,2013-02-10,2013-02-17,2013-02-22,54,1,54
SO52531,166,966,2013-02-10,2013-02-17,2013-02-22,9,1,9
SO52532,259,1371,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52533,119,4632,2013-02-10,2013-02-17,2013-02-22,769,1,769
SO52533,283,4632,2013-02-10,2013-02-17,2013-02-22,30,1,30
SO52533,259,4632,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52534,117,9862,2013-02-10,2013-02-17,2013-02-22,769,1,769
SO52534,174,9862,2013-02-10,2013-02-17,2013-02-22,22,1,22
SO52534,104,9862,2013-02-10,2013-02-17,2013-02-22,10,1,10
SO52534,295,9862,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52535,285,177,2013-02-10,2013-02-17,2013-02-22,21,1,21
SO52535,259,177,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52536,282,15124,2013-02-10,2013-02-17,2013-02-22,25,1,25
SO52536,289,15124,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52536,244,15124,2013-02-10,2013-02-17,2013-02-22,35,1,35
